pathway	external_id	source	hgnc_symbol_ids
Relaxin signaling pathway - Homo sapiens (human)	path:hsa04926	KEGG	AKT1,AKT2,AKT3,RLN1,RLN2,RLN3,RXFP1,PIK3CA,RXFP3,RXFP2,PIK3CD,GNG11,GNG12,GNG13,EDN1,RELA,SHC4,SHC1,SHC2,SHC3,CREB5,CREB3,CREB1,SMAD3,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNG7,GNG4,GNG5,GNG2,GNG3,MAPK10,GNG8,ACTA2,MMP13,GNAO1,HRAS,NFKBIA,COL3A1,EDNRB,INSL5,RAF1,JUN,INSL3,GRB2,PIK3R3,PIK3R2,PIK3R1,PRKACA,PLCB1,PLCB2,PLCB3,PLCB4,FOS,PRKACB,COL4A6,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,VEGFB,VEGFD,VEGFA,PIK3CB,VEGFC,GNG10,SMAD2,RXFP4,MAPK14,ARRB2,MAPK11,MAPK12,ARRB1,GNAI2,GNAI3,GNAI1,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,SRC,TGFBR1,GNB5,GNB4,GNB1,GNB3,GNB2,MAPK13,SOS2,SOS1,GNAS,PRKACG,COL1A2,COL1A1,TGFB1,TGFBR2,EGFR,MAP2K2,MAP2K1,MAP2K7,MAP2K4,NRAS,CREB3L1,NOS1,NOS2,NOS3,CREB3L4,PRKCA,PRKCZ,CREB3L2,CREB3L3,GNA15,GNGT2,GNGT1,MMP9,ATF4,ATF6B,ATF2,MMP2,MMP1
Aldosterone synthesis and secretion - Homo sapiens (human)	path:hsa04925	KEGG	MC2R,CACNA1H,CACNA1I,CALM2,CALM3,CALM1,CAMK1,CACNA1C,CACNA1D,CAMK4,CACNA1F,CACNA1G,CACNA1S,NPR1,LIPE,CAMK2D,ATP1B4,CAMK2G,CREB3,CAMK2A,CAMK2B,ATP1B1,ATP2B1,ATP2B3,ATP2B2,ATP2B4,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,SCARB1,ADCY8,ADCY9,HSD3B1,HSD3B2,STAR,PLCB3,CYP11A1,PRKCA,ATP1A3,ATP1B2,PLCB1,PLCB2,ORAI1,PLCB4,ITPR2,ITPR3,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,CALML4,AGTR1,PRKCB,DAGLA,DAGLB,LDLR,POMC,KCNJ5,PRKACG,ATP1A4,PRKACA,ATP1A2,ATP1A1,PRKACB,PRKD1,PRKD2,PRKD3,CAMK1D,CAMK1G,KCNK9,KCNK3,CREB5,NR4A2,CYP21A2,NR4A1,PRKCE,PRKCG,ATP1B3,CREB1,CYP11B2,PDE2A,CREB3L2,CREB3L3,CREB3L1,CREB3L4,GNA11,ATF4,ATF6B,ATF1,ATF2
Nucleotide excision repair - Homo sapiens (human)	path:hsa03420	KEGG	ERCC8,RAD23B,RAD23A,RFC5,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC6,RFC2,POLE,CETN2,POLD1,POLD2,POLE4,POLD4,LIG1,RFC4,DDB2,DDB1,XPA,PCNA,GTF2H2C_2,RFC1,GTF2H3,GTF2H2,GTF2H1,CDK7,GTF2H5,GTF2H4,RFC3,BIVM-ERCC5,MNAT1,RBX1,GTF2H2C,RPA1,RPA3,RPA2,CUL4A,CUL4B,POLE3,POLE2,RPA4,XPC,POLD3,CCNH
Regulation of lipolysis in adipocytes - Homo sapiens (human)	path:hsa04923	KEGG	PTGS2,PTGS1,NPR1,ADORA1,TSHB,MGLL,IRS1,AKT1,INSR,AKT3,TSHR,PTGER3,GNAI2,GNAI3,GNAI1,NPY,CGA,PIK3CA,PIK3CB,PIK3CD,PRKACG,PDE3B,PNPLA2,PIK3R3,PIK3R2,PIK3R1,PRKG2,PRKG1,PLIN1,AQP7,LIPE,ADCY3,ADCY6,ADCY9,ABHD5,ADCY4,ADCY5,PLA2G16,ADCY7,ADCY1,ADCY2,GNAS,IRS4,NPY1R,ADCY8,AKT2,IRS2,INS,ADRB1,ADRB2,ADRB3,PRKACA,PRKACB,FABP4
Retinol metabolism - Homo sapiens (human)	path:hsa00830	KEGG	AOX1,RETSAT,AWAT2,RDH12,UGT2A3,UGT2A2,UGT2A1,DHRS4L1,CYP2S1,UGT1A8,UGT1A9,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A1,ALDH1A2,UGT1A3,RDH8,DHRS9,RPE65,DHRS4,RDH5,CYP2B6,DHRS3,ALDH1A1,CYP26B1,UGT2B15,UGT2B17,UGT2B10,UGT2B11,PNPLA4,LRAT,CYP4A22,HSD17B6,RDH11,ADH1C,UGT2B7,UGT2B4,DHRS4L2,CYP1A1,BCO1,CYP2A6,ADH1B,UGT1A10,CYP3A7,CYP3A4,CYP3A5,CYP3A7-CYP3A51P,CYP2C9,CYP2C8,CYP1A2,ADH7,ADH6,ADH5,ADH4,SDR16C5,ADH1A,DGAT1,RDH16,RDH10,CYP2C18,CYP27C1,UGT2B28,CYP26C1,CYP4A11,CYP26A1
Oxytocin signaling pathway - Homo sapiens (human)	path:hsa04921	KEGG	CD38,PTGS2,ACTG1,PPP3R1,PRKAG1,PRKAG3,PRKAG2,MYL6,PPP3R2,MYL9,EEF2K,CALM2,CALM3,CALM1,RYR1,RYR3,RYR2,CACNA1D,CAMK4,CACNA1F,PIK3CG,CACNA1S,NPR1,NPR2,CAMK2D,CAMK2G,CAMK2A,CAMK2B,CACNA2D2,CACNA2D3,CACNA2D1,CACNA2D4,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,CCND1,ADCY8,ADCY9,ELK1,GUCY1B1,ACTB,NFATC1,NFATC2,NFATC3,NFATC4,GNAO1,CDKN1A,MYLK,PRKAB2,RAF1,PRKAB1,JUN,GUCY1A1,PIK3R6,PIK3R5,GUCY1A2,TRPM2,PLCB1,PLCB2,PLCB3,PLCB4,FOS,OXT,PRKACB,ITPR2,ITPR3,RHOA,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,CALML4,MEF2C,CAMK1,CACNA1C,RCAN1,GNAI2,GNAI3,GNAI1,CACNB3,CACNB2,CACNB1,CACNB4,MAPK3,MAPK1,PPP1R12A,PPP1R12B,PPP1R12C,HRAS,MAPK7,SRC,MYLK4,MYLK2,MYLK3,KCNJ3,KCNJ2,KCNJ6,KCNJ5,KCNJ4,KCNJ9,JMJD7-PLA2G4B,PRKACG,PRKACA,OXTR,MYL6B,CAMK1D,CAMK1G,EGFR,PRKAA2,PRKAA1,MAP2K2,MAP2K1,MAP2K5,PPP3CB,CAMKK2,NRAS,RGS2,KCNJ12,NOS3,KCNJ14,PRKCA,PRKCB,PRKCG,PPP3CA,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PPP3CC,PPP1CB,PPP1CC,PPP1CA,ROCK1,ROCK2,CACNG8,EEF2,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7
Adipocytokine signaling pathway - Homo sapiens (human)	path:hsa04920	KEGG	PCK2,PCK1,PRKAA1,PRKAG1,G6PC,PRKAG3,STK11,CPT1C,G6PC3,NFKBIE,IKBKB,AKT1,AKT2,AKT3,MAPK10,SLC2A1,ACSBG2,ADIPOQ,ADIPOR2,ADIPOR1,PRKAB1,PPARGC1A,TRADD,NFKBIB,JAK2,NFKB1,MAPK8,MAPK9,CPT1A,TRAF2,NFKBIA,PRKAB2,IRS2,AGRP,ACACB,RXRG,IKBKG,RXRA,RXRB,PRKAA2,PRKAG2,LEPR,TNF,MTOR,CD36,POMC,PRKCQ,STAT3,CPT1B,G6PC2,RELA,SLC2A4,TNFRSF1B,SOCS3,TNFRSF1A,IRS4,ACSL3,PTPN11,ACSL1,ACSL6,IRS1,ACSL4,ACSL5,LEP,CAMKK2,NPY,CHUK,PPARA,ACSBG1
T cell receptor signaling pathway - Homo sapiens (human)	path:hsa04660	KEGG	PPP3R2,PPP3R1,FYN,IKBKB,AKT1,AKT2,AKT3,IKBKG,DLG1,MAP3K8,PIK3CA,PIK3CB,PIK3CD,MAP3K7,RELA,CBLB,CD28,IFNG,KRAS,MAPK14,CSF2,GSK3B,GRB2,LAT,PAK5,PAK6,CD3D,PAK1,PAK2,PAK3,NFATC1,NFATC2,NFATC3,NFKBIB,HRAS,NFKBIA,NFKBIE,JUN,GRAP2,PIK3R3,PIK3R2,PIK3R1,CDK4,CTLA4,FOS,CHUK,PAK4,RHOA,PTPN6,VAV1,VAV3,VAV2,CD3E,CD3G,LCK,CD40LG,CD4,RASGRP1,MAPK11,MAPK12,MAPK13,RAF1,TEC,MAPK3,MAPK1,NFKB1,MAPK9,PDCD1,ICOS,CD8A,CD8B,ITK,SOS1,IL10,MAP2K1,IL4,IL5,IL2,SOS2,CDC42,BUB1B-PAK6,MAP2K2,PLCG1,CD247,MAP2K7,NRAS,ZAP70,MAP3K14,MALT1,CARD11,TNF,PDPK1,PRKCQ,LCP2,BCL10,NCK1,NCK2,PTPRC,PPP3CA,PPP3CB,PPP3CC
Circadian rhythm - Homo sapiens (human)	path:hsa04710	KEGG	FBXW11,CLOCK,PRKAG1,CRY1,PRKAG3,PRKAG2,PRKAA2,PRKAA1,NPAS2,CRY2,NR1D1,ARNTL,SKP1,BHLHE40,BHLHE41,RORC,RORB,RORA,CSNK1D,CSNK1E,CUL1,PRKAB2,PRKAB1,CREB1,PER3,PER2,PER1,FBXL3,BTRC,RBX1
B cell receptor signaling pathway - Homo sapiens (human)	path:hsa04662	KEGG	NFATC1,NFATC2,NFATC3,PPP3R2,PPP3R1,RASGRP3,NFKBIB,PIK3CD,HRAS,NFKBIA,NFKBIE,IKBKB,AKT1,AKT2,AKT3,IKBKG,RAF1,PIK3AP1,CD79A,LILRB3,CD72,INPPL1,CD81,PIK3CA,PIK3CB,NRAS,JUN,BCL10,VAV2,MAPK3,MAPK1,PIK3R3,PIK3R2,PIK3R1,NFKB1,RELA,MALT1,BLNK,IFITM1,LYN,RAC2,RAC3,FOS,CD22,CARD11,PRKCB,FCGR2B,CHUK,RAC1,PTPN6,KRAS,CR2,INPP5D,SOS2,SOS1,PLCG2,SYK,VAV3,DAPP1,MAP2K1,GSK3B,MAP2K2,VAV1,GRB2,CD79B,PPP3CA,PPP3CB,PPP3CC,BTK,CD19
Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	KEGG	IL5,VAV2,PIK3CD,HRAS,MAP2K4,GAB2,MAP2K1,MAPK14,MAP2K2,AKT2,ALOX5AP,MAPK10,MAPK11,MAPK12,MAPK13,MS4A2,FCER1G,FCER1A,PIK3CA,PIK3CB,NRAS,VAV1,MAPK3,GRB2,PIK3R3,PIK3R2,PIK3R1,MAPK8,MAPK9,ALOX5,MAPK1,LCP2,LYN,RAC2,RAC3,RAC1,PRKCA,MAP2K7,FYN,PLCG2,TNF,PLA2G4E,PLA2G4B,PLA2G4A,PLA2G4C,PLA2G4F,RAF1,KRAS,MAP2K3,INPP5D,SOS2,SOS1,AKT1,SYK,VAV3,IL13,PLCG1,CSF2,JMJD7-PLA2G4B,IL4,AKT3,IL3,PLA2G4D,LAT,PDPK1,BTK,MAP2K6
Fc gamma R-mediated phagocytosis - Homo sapiens (human)	path:hsa04666	KEGG	CRKL,AKT1,AKT2,AKT3,FCGR1A,GSN,PIK3CA,PIK3CB,PIK3CD,PLA2G6,MARCKS,LYN,INPP5D,PLD1,PLD2,SYK,ARPC1B,ARPC1A,MARCKSL1,LAT,PAK1,DOCK2,GAB2,DNM2,CRK,PIK3R3,PIK3R2,PIK3R1,ARPC3,ARPC2,ARPC5,ARPC4,HCK,AMPH,VAV1,VAV3,VAV2,CDC42,MYO10,NCF1,RAF1,PLA2G4A,RPS6KB1,ARF6,RPS6KB2,MAPK3,MAPK1,PLPP1,PLPP3,PLPP2,PRKCE,WAS,PIP5K1C,PIP5K1B,PIP5K1A,ARPC5L,PLCG1,ASAP1,ASAP2,ASAP3,SPHK2,SPHK1,LIMK2,LIMK1,FCGR3A,PLCG2,MAP2K1,WASL,BIN1,WASF1,WASF2,WASF3,RAC2,RAC1,PRKCA,PRKCB,FCGR2B,PRKCD,PRKCG,FCGR2A,CFL2,CFL1,PLA2G4B,VASP,PLA2G4F,PLA2G4E,PLA2G4D,INPPL1,PTPRC,SCIN
Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	path:hsa05167	KEGG	PTGS2,PPP3R2,PPP3R1,IL6ST,IFNAR2,AKT1,AKT2,AKT3,IKBKG,IKBKE,TYK2,MICB,MICA,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,GNG11,GNG12,GNG13,FADD,IFNA13,PIK3R3,MYC,IFNA10,IFNA17,IFNA16,IFNA14,LYN,CREB1,PIK3C3,KRAS,CXCL1,IKBKB,CXCL3,CXCL2,CCND1,CXCL8,CLEC2B,CSF2,GSK3B,GNG7,GNG4,GNG5,GNG2,GNG3,UBB,MAPK10,GNG8,MAPK11,NFATC1,NFATC2,NFATC3,NFATC4,HLA-C,HLA-B,CDKN1A,NFKBIA,HLA-G,HLA-F,HIF1A,IFNGR1,BAK1,MAPKAPK2,PREX1,BECN2,JUN,PIK3R6,PIK3R5,JAK2,PIK3R2,PIK3R1,JAK1,ANGPT2,PDGFB,BECN1,FOS,CHUK,VEGFA,HRAS,ITPR2,ITPR3,ITPR1,FGF2,IRF3,IRF7,TBK1,CYCS,TNFRSF1A,CALML3,IRF9,CALML6,CALML5,CALML4,ATG14,CREBBP,IFNAR1,RCAN1,GNG10,MAP2K1,MAPK14,CCR1,CCR3,CCR4,CCR5,MAPK12,MAPK13,CCR8,GABARAP,RAF1,TICAM1,STAT3,STAT2,STAT1,TRADD,IFNB1,MAPK3,MAPK1,ICAM1,C3,NFKB1,MAPK8,MAPK9,HLA-A,SRC,GNB5,GNB4,GNB1,GNB3,GNB2,MTOR,HLA-E,CD200R1,TP53,EP300,RELA,E2F2,IFNA8,MAP2K2,IFNA2,IFNA1,EIF2AK2,IFNA7,IFNA6,IFNA5,IFNA4,IL6,CD86,ZFP36,IFNA21,CDK4,CDK6,CD200R1L,BAX,CTNNB1,PLCG2,PLCG1,MAP2K7,MAP2K6,PIK3CG,MAP2K4,SYK,GABARAPL1,GABARAPL2,FAS,BID,NRAS,RB1,ATG3,TRAF2,TRAF3,RAC1,E2F3,CASP3,E2F1,CASP8,CASP9,GNGT2,GNGT1,HCK,PPP3CA,PPP3CB,PPP3CC,TLR3
TGF-beta signaling pathway - Homo sapiens (human)	path:hsa04350	KEGG	TGFB1,TGFB2,TGFB3,ACVR1,SMAD9,ACVR1C,ACVR2A,SMAD4,ZFYVE16,SMAD6,SMAD7,SMAD1,PPP2R1B,ROCK1,PPP2R1A,BMPR1A,BMPR1B,FST,SMAD5,PITX2,AMH,RPS6KB2,ACVR1B,RBL1,SMURF1,ACVR2B,SMURF2,LTBP1,INHBA,NBL1,AMHR2,GDF7,GDF6,GDF5,THBS1,MAPK3,INHBB,MAPK1,INHBE,FMOD,NODAL,MYC,CUL1,BMP8A,CDKN2B,TGFBR2,TGFBR1,PPP2CB,INHBC,BMP8B,RPS6KB1,IFNG,SP1,LEFTY2,E2F5,LEFTY1,E2F4,BAMBI,TNF,SMAD2,MINOS1-NBL1,TFDP1,RHOA,EP300,SMAD3,BMP7,BMP6,BMP5,BMP4,BMP2,ZFYVE9,PPP2CA,ID4,NOG,ID2,ID3,ID1,SKP1,CHRD,BMPR2,CREBBP,DCN,RBX1,TGIF2,TGIF1
Arginine and proline metabolism - Homo sapiens (human)	path:hsa00330	KEGG	AOC1,SAT1,SAT2,GAMT,CKB,CKM,LAP3,ALDH7A1,SMS,DAO,CKMT1B,P4HA2,P4HA3,P4HA1,PYCR3,PYCR2,PYCR1,ODC1,CARNS1,L3HYPDH,SMOX,PRODH2,GATM,GOT2,ALDH18A1,GOT1,AMD1,NOS1,NOS2,NOS3,CKMT1A,SRM,ALDH9A1,AGMAT,ALDH1B1,CNDP1,CNDP2,HOGA1,ALDH4A1,CKMT2,ARG1,ARG2,ALDH2,AZIN2,PRODH,MAOB,MAOA,OAT,ALDH3A2
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	path:hsa00130	KEGG	TAT,COQ6,VKORC1L1,VKORC1,NQO1,GGCX,COQ5,COQ7,HPD,COQ3,COQ2
Pertussis - Homo sapiens (human)	path:hsa05133	KEGG	RELA,CALML5,IRF8,IL23A,IL12B,IL12A,C1QB,MAPK14,SERPING1,MAPK10,MAPK11,MAPK12,MAPK13,CALML6,IL1A,IL1B,GNAI2,GNAI3,GNAI1,TICAM1,TICAM2,CALM2,CALM3,NLRP3,CALM1,C4BPA,C4BPB,JUN,MAPK3,MAPK1,NOD1,C4A,C4B,SFTPA1,C3,SFTPA2,MAPK8,MAPK9,IRAK4,ITGAM,ITGB1,NOS2,ITGB2,TRAF6,FOS,IRAK1,ITGA5,TNF,CFL2,CFL1,PYCARD,LY96,RHOA,C2,IRF3,CASP7,IRF1,MYD88,CXCL5,CASP3,CASP1,IL10,CXCL8,TIRAP,C1QC,NFKB1,C1QA,CALML4,IL6,CALML3,CD14,C5,TLR4,C1S,C1R,CXCL6
Salmonella infection - Homo sapiens (human)	path:hsa05132	KEGG	ACTG1,LBP,RELA,IFNG,CXCL1,CXCL3,CXCL2,CXCL8,ARPC1A,CSF2,TLR4,TLR5,KLC1,KLC2,KLC3,KLC4,CCL3L1,CCL3,CCL4,RILP,IFNGR1,IFNGR2,JUN,MYD88,RAB7B,RAB7A,FOS,ARPC3,ARPC2,ARPC5,ARPC4,DYNC1LI1,DYNC1LI2,RHOG,ACTB,CCL3L3,PFN1,CD14,PFN3,PFN4,FLNA,FLNB,FLNC,MYH10,MYH14,MAPK14,MAPK10,MAPK11,MAPK12,MAPK13,IL1A,IL1B,DYNC2H1,MYH9,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,PLEKHM2,WAS,IL18,TJP1,CCL4L1,CCL4L2,ARPC5L,IL6,CDC42,ARPC1B,WASL,NLRC4,WASF1,WASF2,DYNC1I1,DYNC1I2,PFN2,PYCARD,NOS2,RAC1,PKN1,PKN3,PKN2,DYNC1H1,CASP1,ROCK1,ROCK2
Pyrimidine metabolism - Homo sapiens (human)	path:hsa00240	KEGG	NME1-NME2,UPRT,POLR3F,POLR3G,POLR3D,POLR3E,DCTPP1,POLR3C,POLR3A,UPB1,POLR3K,POLR3H,DCK,PRIM1,PRIM2,ENTPD6,ENTPD5,ENTPD4,ENTPD3,ENTPD1,ENPP3,POLR3GL,ENPP1,NME4,NME6,NME7,NME1,NME2,UCKL1,DHODH,NME3,POLR3B,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,NT5M,NT5C,DCTD,NT5E,RRM2B,UMPS,UCK1,NUDT2,UCK2,POLR2E,POLR2D,POLR2G,POLR2F,TK2,POLR2C,TK1,POLR2L,POLR2I,POLR2H,POLR2K,POLR2J,POLE4,POLE3,POLE2,POLR2A,POLR2J2,POLR2J3,POLR2B,POLE,CTPS2,CTPS1,NT5C3A,NT5C3B,POLD1,POLD2,POLD3,POLD4,DUT,NT5C1B-RDH14,AK9,CDA,ZNRD1,POLA2,POLA1,PNPT1,RRM2,RRM1,CAD,DPYD,CMPK1,CMPK2,DPYS,NT5C1B,NT5C1A,DTYMK,NT5C2,TWISTNB,ENTPD8,UPP2,UPP1,PNP,TYMS,TYMP,CANT1
Glycolysis / Gluconeogenesis - Homo sapiens (human)	path:hsa00010	KEGG	PCK2,PCK1,LDHC,FBP2,BPGM,ALDH3A2,ALDH3A1,LDHAL6B,GAPDH,G6PC3,LDHAL6A,ALDOA,PGAM4,AKR1A1,PGAM2,FBP1,ADPGK,PGAM1,PGK1,ALDH1A3,PKLR,ALDOB,HKDC1,PFKP,PFKM,PFKL,HK3,PDHB,PGK2,GCK,LDHB,PKM,PDHA2,ALDH3B2,ALDH3B1,PDHA1,GPI,DLD,HK2,ACSS2,ACSS1,HK1,GAPDHS,PGM2,PGM1,ENO1,ENO2,DLAT,ENO4,ALDH9A1,ALDH7A1,ALDH1B1,GALM,ALDOC,G6PC2,ADH7,ADH6,ADH5,ADH4,G6PC,TPI1,ALDH2,LDHA,ENO3,ADH1C,ADH1B,ADH1A,MINPP1
Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	KEGG	GMDS,TIGAR,TPI1,FBP1,FBP2,PMM2,PMM1,FUK,ENOSF1,AKR1B10,HKDC1,PFKP,PFKM,KHK,HK2,HK3,HK1,GMPPA,GMPPB,SORD,FPGT,ALDOA,ALDOC,ALDOB,PFKL,PFKFB1,PFKFB3,PFKFB2,PFKFB4,TKFC,MPI,TSTA3,AKR1B1
Renal cell carcinoma - Homo sapiens (human)	path:hsa05211	KEGG	TGFB1,TGFB2,TGFB3,MAP2K1,JUN,HRAS,RAP1B,RAP1A,GAB1,VHL,BAD,AKT3,ELOB,ELOC,FH,CRK,RAF1,TGFA,CREBBP,CRKL,MAPK1,PIK3CA,PIK3CB,NRAS,ARAF,PIK3CD,MAPK3,ETS1,PIK3R3,PIK3R2,PIK3R1,EPAS1,CDKN1A,CUL2,FLCN,PDGFB,TFE3,RAC1,VEGFA,HIF1A,RBX1,HGF,AKT1,EP300,RAPGEF1,ARNT2,KRAS,EGLN3,EGLN2,EGLN1,SOS2,SOS1,ARNT,PRCC,PTPN11,BUB1B-PAK6,AKT2,SLC2A1,MAP2K2,MET,GRB2,BRAF,PAK4,PAK5,PAK6,CDC42,PAK1,PAK2,PAK3
Legionellosis - Homo sapiens (human)	path:hsa05134	KEGG	HSF1,HSPA2,CXCL2,VCP,HSPA6,CR1,EEF1A1,EEF1A2,NFKBIA,IL12B,IL12A,HSPA1B,HSPA1A,NLRC4,IL1B,HSPA1L,IL6,BCL2L13,ARF1,HSPD1,CXCL8,C3,NFKB1,NFKB2,HBS1L,APAF1,CXCL1,ITGB2,SEC22B,RAB1A,RAB1B,NAIP,HSPA8,TNF,CYCS,PYCARD,SAR1A,SAR1B,RELA,BNIP3,IL18,CASP7,CXCL3,MYD88,CASP3,CASP1,EEF1G,CASP8,CASP9,TLR2,CD14,ITGAM,TLR4,TLR5,CLK1
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	path:hsa00563	KEGG	PGAP1,GPLD1,DPM2,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,GPAA1
Inositol phosphate metabolism - Homo sapiens (human)	path:hsa00562	KEGG	OCRL,TPI1,PI4KB,PI4KA,PLCZ1,IPMK,PLCB3,INPP4B,PLCG2,PLCG1,MIOX,PI4K2B,PI4K2A,CDIPT,ALDH6A1,ITPKA,INPPL1,PIK3CA,PIK3CB,PIK3CD,FIG4,INPP4A,PIK3CG,PLCH2,ITPKC,PLCH1,SYNJ1,SACM1L,ITPKB,SYNJ2,MTMR7,MTMR6,MTMR4,PIP4K2A,PIP5KL1,MTMR1,PIP4K2B,ITPK1,PLCB1,PLCB2,MTMR14,PLCB4,ISYNA1,PIKFYVE,MTM1,MTMR8,IMPA1,PIK3C2A,PIK3C2G,PLCD3,PLCD4,PLCD1,PLCE1,PIK3C3,IPPK,INPP5A,INPP5B,INPP1,INPP5D,INPP5E,INPP5F,PIK3C2B,PIP5K1C,MTMR3,PIP5K1A,INPP5K,IMPA2,MTMR2,PTEN,PIP4K2C,PIP5K1B,IMPAD1,MINPP1,INPP5J
Glycerolipid metabolism - Homo sapiens (human)	path:hsa00561	KEGG	GK2,AGK,ALDH2,GLA,DGKZ,MGLL,PLPP3,GPAT4,MBOAT2,MBOAT1,AKR1A1,PNLIP,DGAT2,PNLIPRP1,PNLIPRP3,AKR1B10,LPIN2,LPIN3,LPIN1,DGAT1,CEL,PNPLA3,PNPLA2,DGKH,DGKI,LCLAT1,DGKB,DGKA,PNLIPRP2,DGKD,DGKE,PLPP1,DGKK,LIPC,PLPP2,PLPP5,PLPP4,LIPG,LIPF,GPAT3,GPAM,GPAT2,LPL,MOGAT2,ALDH9A1,MOGAT1,ALDH1B1,AKR1B1,GK,ALDH7A1,GLYCTK,TKFC,DGKG,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,ALDH3A2,DGKQ,MOGAT3
Ether lipid metabolism - Homo sapiens (human)	path:hsa00565	KEGG	AGPS,UGT8,PLA2G2F,PLA2G1B,GAL3ST1,TMEM86B,PLA2G12B,PLA2G12A,LPCAT4,PLA2G6,PLA2G7,SELENOI,CHPT1,LPCAT2,PLA2G3,LPCAT1,PLA2G4D,PLPP1,PLPP3,PLPP2,ENPP6,PLA2G4E,ENPP2,PAFAH2,PLA2G2A,PLA2G2C,PLA2G2E,PLA2G2D,PLB1,PLA2G4C,PLA2G4B,PLA2G4A,PAFAH1B1,PLA2G4F,PAFAH1B3,PAFAH1B2,PLD4,PLA2G5,PLA2G16,PLA2G10,PLD1,PLD2,PLD3,JMJD7-PLA2G4B,CEPT1,GDPD3,GDPD1
Glycerophospholipid metabolism - Homo sapiens (human)	path:hsa00564	KEGG	LYPLA1,LYPLA2,GPAT4,GPAT3,GPAT2,GPAM,DGKH,TAZ,SELENOI,PLA2G6,PLA2G5,PLA2G3,ETNK2,PCYT1A,PHOSPHO1,PCYT2,GNPAT,PLD4,PCYT1B,PLD1,PLD2,PLD3,ETNPPL,PLA2G1B,PGS1,CHKA,CHKB,PLA2G12B,PLA2G12A,PNPLA7,PNPLA6,ADPRM,PLA2G15,PLA2G16,PLA2G10,PISD,CRLS1,GPD1L,PTDSS1,PTDSS2,LCLAT1,MBOAT2,MBOAT1,MBOAT7,CHAT,CDIPT,CHPT1,GPCPD1,PLPP1,PLPP3,PLPP2,PLPP5,PLPP4,PLA2G2A,PLA2G2C,PLA2G2E,PLA2G2D,PLA2G2F,ACHE,CDS1,CDS2,JMJD7-PLA2G4B,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,LCAT,GPD1,GPD2,LPGAT1,DGKZ,LPIN2,LPIN3,LPIN1,DGKQ,DGKK,LPCAT4,DGKI,LPCAT2,LPCAT3,ETNK1,LPCAT1,DGKB,DGKA,DGKG,DGKD,DGKE,PLB1,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PEMT,CEPT1
Synaptic vesicle cycle - Homo sapiens (human)	path:hsa04721	KEGG	STX1A,ATP6V1D,SLC17A7,ATP6V1A,DNM3,SLC32A1,UNC13A,ATP6V1H,STXBP1,ATP6V1C2,ATP6V1F,CLTA,CLTC,CLTB,RAB3A,SLC18A1,AP2B1,TCIRG1,AP2S1,CACNA1A,CACNA1B,DNM2,NSF,AP2M1,NAPA,ATP6V1B1,ATP6V0D1,RIMS1,ATP6V0A1,ATP6V0B,ATP6V0C,ATP6V0E1,ATP6V1G1,SNAP25,STX1B,CPLX2,CPLX3,DNM1,CPLX1,UNC13B,ATP6V0D2,CPLX4,AP2A2,CLTCL1,ATP6V1B2,ATP6V0E2,VAMP2,SLC17A8,SYT1,STX3,STX2,ATP6V1E1,ATP6V1E2,ATP6V0A4,ATP6V1G3,ATP6V1G2,ATP6V0A2,SLC18A3,AP2A1,ATP6V1C1,SLC18A2,SLC17A6,UNC13C
